Day of Year (dec)	Total Rate[Hz]	M1 Total Rate[Hz]	M1-Vertical Rate[Hz]	M1-Inclined[Hz]
327.030243060000	123.270	57.808	31.648	26.160	
327.037187500000	123.387	57.808	31.818	25.990	
327.044131940000	123.902	57.185	31.518	25.667	
327.051076390000	123.597	57.372	31.095	26.277	
327.058020830000	123.465	57.105	31.255	25.850	
327.064965280000	123.420	57.022	31.240	25.782	
327.071909720000	123.402	57.882	31.570	26.312	
327.078854170000	123.242	57.347	31.275	26.072	
327.085798610000	123.125	57.390	31.592	25.798	
327.092743060000	123.592	58.040	31.602	26.438	
327.099687500000	123.043	57.625	31.280	26.345	
327.106631940000	123.098	57.403	31.593	25.810	
327.113576390000	123.798	57.827	31.598	26.228	
327.120520830000	123.463	57.752	31.702	26.050	
327.127465280000	81.448	38.258	20.678	17.580	
327.134409720000	124.018	58.728	31.893	26.835	
327.141354170000	123.450	58.058	31.560	26.498	
327.148298610000	122.742	57.878	31.605	26.273	
327.155243060000	123.322	57.677	31.643	26.033	
327.162187500000	123.183	58.772	32.280	26.492	
327.169131940000	123.220	58.165	31.980	26.185	
327.176076390000	123.248	57.635	31.375	26.260	
327.183020830000	123.130	57.867	31.328	26.538	
327.189965280000	123.202	58.300	31.767	26.533	
327.196909720000	123.782	57.837	31.620	26.217	
327.203854170000	123.488	57.255	30.993	26.262	
327.210798610000	123.433	58.042	31.563	26.478	
327.217743060000	123.790	58.703	32.082	26.622	
327.224687500000	123.075	58.598	32.093	26.505	
327.231631940000	123.147	58.433	31.957	26.477	
327.238576390000	124.038	57.962	31.917	26.045	
327.245520830000	123.512	57.760	31.567	26.193	
327.252465280000	82.292	38.518	21.025	17.493	
327.259409720000	123.900	57.665	31.640	26.025	
327.266354170000	123.982	58.508	32.082	26.427	
327.273298610000	123.762	58.015	31.645	26.370	
327.280243060000	123.125	58.678	32.012	26.667	
327.287187500000	124.083	58.367	32.097	26.270	
327.294131940000	124.243	58.320	31.618	26.702	
327.301076390000	122.495	57.653	31.385	26.268	
327.308020830000	123.363	57.847	31.672	26.175	
327.314965280000	123.697	57.627	31.495	26.132	
327.321909720000	123.677	57.977	31.567	26.410	
327.328854170000	124.068	58.742	31.995	26.747	
327.335798610000	123.020	57.790	31.590	26.200	
327.342743060000	123.722	58.415	31.918	26.497	
327.349687500000	122.902	57.990	31.635	26.355	
327.356631940000	123.310	57.945	31.790	26.155	
327.363576390000	124.097	58.417	32.017	26.400	
327.370520830000	123.467	58.043	31.717	26.327	
327.377465280000	80.428	38.357	20.857	17.500	
327.384409720000	123.567	58.610	31.887	26.723	
327.391354170000	123.272	58.158	31.582	26.577	
327.398298610000	123.262	58.238	31.678	26.560	
327.405243060000	123.782	58.162	31.870	26.292	
327.412187500000	124.180	58.002	31.607	26.395	
327.419131940000	122.887	57.367	31.640	25.727	
327.426076390000	123.507	57.900	31.700	26.200	
327.433020830000	124.023	58.177	31.867	26.310	
327.439965280000	123.685	58.410	31.858	26.552	
327.446909720000	124.007	58.258	31.927	26.332	
327.453854170000	123.002	57.682	31.600	26.082	
327.460798610000	122.460	57.427	31.433	25.993	
327.467743060000	123.738	58.168	31.913	26.255	
327.474687500000	123.837	57.677	31.297	26.380	
327.481631940000	123.420	58.033	31.828	26.205	
327.488576390000	123.728	57.883	31.620	26.263	
327.495520830000	123.503	57.787	31.285	26.502	
327.502465280000	81.323	37.962	20.572	17.390	
327.509409720000	123.122	58.233	31.863	26.370	
327.516354170000	123.838	58.583	32.208	26.375	
327.523298610000	123.423	58.142	31.825	26.317	
327.530243060000	123.825	57.312	31.035	26.277	
327.537187500000	124.095	58.182	31.827	26.355	
327.544131940000	123.353	57.510	31.537	25.973	
327.551076390000	123.842	57.995	31.852	26.143	
327.558020830000	122.813	58.717	31.978	26.738	
327.564965280000	123.367	58.847	32.098	26.748	
327.571909720000	123.438	57.585	31.390	26.195	
327.578854170000	123.645	58.612	32.105	26.507	
327.585798610000	122.340	58.085	31.247	26.838	
327.592743060000	123.432	58.787	32.245	26.542	
327.599687500000	123.620	58.588	31.585	27.003	
327.606631940000	123.332	58.732	31.915	26.817	
327.613576390000	122.967	58.948	32.382	26.567	
327.620520830000	122.497	59.182	32.050	27.132	
327.627465280000	80.487	39.112	21.280	17.832	
327.634409720000	122.220	58.732	32.012	26.720	
327.641354170000	122.612	58.687	31.862	26.825	
327.648298610000	123.075	58.538	32.125	26.413	
327.655243060000	122.683	58.610	31.698	26.912	
327.662187500000	123.367	59.168	32.155	27.013	
327.669131940000	122.737	58.453	32.075	26.378	
327.676076390000	121.888	58.913	32.188	26.725	
327.683020830000	123.415	58.950	32.108	26.842	
327.689965280000	123.448	59.167	32.442	26.725	
327.696909720000	122.595	59.620	32.362	27.258	
327.703854170000	122.570	59.070	31.932	27.138	
327.710798610000	123.825	59.292	32.133	27.158	
327.717743060000	123.528	59.033	32.323	26.710	
327.724687500000	121.908	58.332	31.678	26.653	
327.731631940000	121.850	58.995	32.088	26.907	
327.738576390000	122.642	59.432	32.360	27.072	
327.745520830000	123.197	59.122	32.252	26.870	
327.752465280000	80.417	38.390	20.940	17.450	
327.759409720000	122.972	58.988	32.038	26.950	
327.766354170000	123.278	58.507	31.845	26.662	
327.773298610000	123.775	59.303	32.235	27.068	
327.780243060000	122.702	58.950	32.027	26.923	
327.787187500000	122.940	58.768	32.102	26.667	
327.794131940000	122.477	59.240	32.092	27.148	
327.801076390000	123.045	59.098	32.145	26.953	
327.808020830000	123.558	58.023	31.670	26.353	
327.814965280000	123.142	58.517	31.773	26.743	
327.821909720000	123.123	58.533	31.903	26.630	
327.828854170000	122.717	58.423	31.910	26.513	
327.835798610000	123.623	58.505	31.940	26.565	
327.842743060000	123.257	58.053	31.863	26.190	
327.849687500000	123.587	58.585	32.137	26.448	
327.856631940000	123.437	59.003	32.082	26.922	
327.863576390000	122.872	58.612	32.062	26.550	
327.870520830000	122.498	58.145	31.798	26.347	
327.877465280000	80.395	38.485	21.048	17.437	
327.884409720000	123.957	58.672	31.807	26.865	
327.891354170000	123.905	58.185	31.843	26.342	
327.898298610000	122.990	58.132	31.687	26.445	
327.905243060000	122.393	58.745	32.205	26.540	
327.912187500000	122.142	57.537	31.487	26.050	
327.919131940000	124.325	58.010	31.977	26.033	
327.926076390000	123.613	57.640	31.575	26.065	
327.933020830000	123.542	57.692	31.673	26.018	
327.939965280000	122.735	58.040	32.010	26.030	
327.946909720000	122.328	58.478	31.912	26.567	
327.953854170000	123.330	58.292	31.898	26.393	
327.960798610000	124.008	58.205	31.883	26.322	
327.967743060000	123.593	57.935	31.628	26.307	
327.974687500000	124.910	58.330	31.798	26.532	
327.981631940000	123.775	58.450	32.060	26.390	
327.988576390000	123.275	58.818	32.070	26.748	
327.995520830000	124.012	57.915	32.095	25.820	
328.002465280000	80.773	37.650	20.523	17.127	
328.009409720000	123.715	57.667	31.733	25.933	
328.016354170000	123.242	58.222	32.072	26.150	
328.023298610000	122.777	58.005	31.788	26.217	
328.030243060000	122.845	57.232	31.493	25.738	
328.037187500000	123.433	58.447	31.880	26.567	
328.044131940000	122.858	58.175	31.687	26.488	
328.051076390000	124.102	57.807	31.523	26.283	
328.058020830000	123.760	58.328	31.832	26.497	
328.064965280000	123.055	58.252	31.792	26.460	
328.071909720000	123.630	58.477	32.057	26.420	
328.078854170000	124.202	57.997	31.813	26.183	
328.085798610000	123.982	58.103	31.787	26.317	
328.092743060000	124.742	58.870	32.435	26.435	
328.099687500000	122.952	58.172	31.720	26.452	
328.106631940000	123.027	58.632	32.293	26.338	
328.113576390000	123.052	56.325	31.017	25.308	
328.120520830000	123.707	56.427	31.260	25.167	
328.127465280000	81.517	37.288	20.467	16.822	
328.134409720000	123.390	57.888	31.907	25.982	
328.141354170000	123.072	57.988	31.797	26.192	
328.148298610000	122.585	58.267	31.618	26.648	
328.155243060000	123.242	58.358	32.113	26.245	
328.162187500000	122.783	58.557	31.925	26.632	
328.169131940000	122.133	58.547	32.248	26.298	
328.176076390000	122.920	57.850	31.742	26.108	
328.183020830000	123.130	58.445	31.878	26.567	
328.189965280000	123.175	58.497	31.932	26.565	
328.196909720000	122.322	58.118	31.572	26.547	
328.203854170000	123.850	58.967	32.270	26.697	
328.210798610000	124.022	58.613	32.145	26.468	
328.217743060000	124.573	57.845	31.825	26.020	
328.224687500000	124.225	57.710	32.085	25.625	
328.231631940000	123.732	58.075	31.813	26.262	
328.238576390000	124.485	57.862	31.843	26.018	
328.245520830000	124.253	58.402	32.158	26.243	
328.252465280000	81.973	38.402	21.168	17.233	
328.259409720000	124.767	57.963	31.983	25.980	
328.266354170000	124.358	57.223	31.852	25.372	
328.273298610000	125.078	57.293	31.480	25.813	
328.280243060000	124.863	56.957	31.343	25.613	
328.287187500000	124.428	57.223	31.635	25.588	
328.294131940000	124.437	56.615	31.163	25.452	
328.301076390000	125.323	57.527	31.658	25.868	
328.308020830000	124.893	58.030	31.920	26.110	
328.314965280000	124.225	57.778	31.752	26.027	
328.321909720000	123.782	58.548	32.213	26.335	
328.328854170000	124.370	59.105	32.290	26.815	
328.335798610000	122.860	59.210	32.457	26.753	
328.342743060000	122.663	59.948	32.643	27.305	
328.349687500000	122.433	60.660	32.973	27.687	
328.356631940000	122.702	59.992	32.850	27.142	
328.363576390000	123.438	60.670	32.868	27.802	
328.370520830000	122.795	59.735	32.943	26.792	
328.377465280000	80.308	39.665	21.478	18.187	
328.384409720000	122.073	59.775	32.508	27.267	
328.391354170000	123.075	59.867	32.805	27.062	
328.398298610000	123.632	59.770	32.650	27.120	
328.405243060000	123.552	58.845	32.048	26.797	
328.412187500000	122.977	58.417	32.043	26.373	
328.419131940000	123.187	57.885	31.570	26.315	
328.426076390000	124.722	57.953	31.968	25.985	
328.433020830000	124.273	57.608	31.505	26.103	
328.439965280000	124.943	57.358	31.512	25.847	
328.446909720000	123.943	56.690	31.090	25.600	
328.453854170000	124.272	57.682	31.890	25.792	
328.460798610000	124.028	57.343	31.375	25.968	
328.467743060000	124.558	56.858	31.408	25.450	
328.474687500000	125.070	57.383	31.348	26.035	
328.481631940000	125.463	56.778	31.185	25.593	
328.488576390000	126.323	56.835	31.170	25.665	
328.495520830000	124.983	56.912	31.225	25.687	
328.502465280000	82.605	37.428	20.443	16.985	
328.509409720000	123.683	58.375	32.057	26.318	
328.516354170000	123.715	58.913	32.087	26.827	
328.523298610000	123.415	58.792	32.152	26.640	
328.530243060000	123.252	59.828	32.837	26.992	
328.537187500000	122.930	59.290	32.680	26.610	
328.544131940000	122.830	59.425	32.390	27.035	
328.551076390000	122.872	60.137	32.768	27.368	
328.558020830000	122.810	60.643	33.098	27.545	
328.564965280000	122.470	60.343	32.782	27.562	
328.571909720000	123.167	59.947	32.672	27.275	
328.578854170000	123.060	59.660	32.455	27.205	
328.585798610000	122.995	59.907	32.808	27.098	
328.592743060000	123.015	59.693	32.868	26.825	
328.599687500000	123.678	59.675	32.805	26.870	
328.606631940000	123.412	59.263	32.480	26.783	
328.613576390000	123.968	58.513	32.252	26.262	
328.620520830000	124.197	58.750	32.348	26.402	
328.627465280000	81.248	37.978	21.060	16.918	
328.634409720000	124.173	57.545	31.528	26.017	
328.641354170000	124.377	58.270	32.210	26.060	
328.648298610000	125.113	58.608	32.303	26.305	
328.655243060000	124.838	58.198	31.998	26.200	
328.662187500000	123.985	57.217	31.433	25.783	
328.669131940000	124.695	57.522	31.725	25.797	
328.676076390000	125.482	57.702	31.680	26.022	
328.683020830000	125.393	57.857	32.055	25.802	
328.689965280000	125.040	57.335	31.628	25.707	
328.696909720000	123.873	57.623	31.822	25.802	
328.703854170000	125.163	57.850	31.700	26.150	
328.710798610000	124.990	58.102	31.990	26.112	
328.717743060000	123.982	60.738	33.438	27.300	
328.724687500000	123.488	60.882	33.045	27.837	
328.731631940000	122.377	60.795	32.765	28.030	
328.738576390000	123.273	61.513	33.723	27.790	
328.745520830000	122.143	60.842	32.960	27.882	
328.752465280000	79.262	39.665	21.285	18.380	
328.759409720000	122.480	59.698	32.427	27.272	
328.766354170000	122.322	60.572	32.907	27.665	
328.773298610000	123.562	60.922	33.183	27.738	
328.780243060000	123.660	60.245	32.977	27.268	
328.787187500000	123.687	60.298	32.958	27.340	
328.794131940000	124.160	60.393	32.920	27.473	
328.801076390000	123.108	59.340	32.320	27.020	
328.808020830000	123.383	58.663	32.127	26.537	
328.814965280000	124.995	58.470	31.858	26.612	
328.821909720000	124.413	58.252	32.178	26.073	
328.828854170000	124.463	58.732	31.850	26.882	
328.835798610000	123.857	58.058	32.085	25.973	
328.842743060000	125.598	57.918	31.937	25.982	
328.849687500000	124.347	57.313	31.585	25.728	
328.856631940000	125.200	57.405	31.273	26.132	
328.863576390000	124.865	57.583	31.357	26.227	
328.870520830000	123.760	58.852	32.412	26.440	
328.877465280000	81.670	39.537	21.593	17.943	
328.884409720000	122.557	60.292	32.625	27.667	
328.891354170000	122.842	60.972	33.208	27.763	
328.898298610000	122.158	60.332	32.695	27.637	
328.905243060000	123.250	60.568	33.003	27.565	
328.912187500000	122.857	60.260	33.022	27.238	
328.919131940000	123.003	60.022	32.708	27.313	
328.926076390000	123.333	59.687	32.605	27.082	
328.933020830000	122.748	59.433	32.743	26.690	
328.939965280000	123.033	59.477	32.637	26.840	
328.946909720000	124.797	58.340	31.943	26.397	
328.953854170000	123.768	58.628	32.103	26.525	
328.960798610000	124.435	58.845	32.425	26.420	
328.967743060000	123.940	58.222	31.935	26.287	
328.974687500000	124.765	57.177	31.955	25.222	
328.981631940000	125.580	57.603	31.455	26.148	
328.988576390000	124.107	56.790	31.620	25.170	
328.995520830000	125.758	57.643	31.665	25.978	
329.009305560000	125.080	58.015	31.770	26.245	
329.016250000000	124.927	58.240	31.868	26.372	
329.023194440000	124.222	58.705	32.342	26.363	
329.030138890000	123.722	59.975	32.583	27.392	
329.037083330000	123.085	60.672	33.195	27.477	
329.044027780000	122.628	61.188	33.445	27.743	
329.050972220000	122.893	61.188	32.850	28.338	
329.057916670000	122.500	59.957	32.835	27.122	
329.064861110000	123.072	60.445	32.908	27.537	
329.071805560000	122.627	59.945	32.708	27.237	
329.078750000000	124.482	59.290	32.572	26.718	
329.085694440000	125.152	59.420	32.458	26.962	
329.092638890000	124.040	58.955	32.125	26.830	
329.099583330000	123.177	58.335	32.073	26.262	
329.106527780000	123.848	58.568	32.297	26.272	
329.113472220000	124.312	58.243	31.792	26.452	
329.120416670000	125.450	59.135	32.428	26.707	
329.127465280000	82.322	38.757	21.406	17.351	
329.134409720000	125.252	58.797	32.310	26.487	
329.141354170000	125.125	58.907	32.518	26.388	
329.148298610000	125.628	58.567	32.162	26.405	
329.155243060000	126.050	59.187	32.520	26.667	
329.162187500000	125.452	59.093	32.627	26.467	
329.169131940000	124.972	57.985	31.947	26.038	
329.176076390000	125.473	58.882	32.418	26.463	
329.183020830000	125.375	58.977	32.437	26.540	
329.189965280000	125.957	58.670	32.343	26.327	
329.196909720000	125.153	58.203	31.773	26.430	
329.203854170000	125.338	58.730	32.297	26.433	
329.210798610000	124.878	58.903	32.170	26.733	
329.217743060000	124.975	58.950	32.337	26.613	
329.224687500000	123.830	60.453	33.080	27.373	
329.231631940000	123.302	60.178	33.070	27.108	
329.238576390000	60.302	29.383	16.063	13.320	
329.245520830000	123.458	61.135	33.333	27.802	
329.252465280000	80.325	40.093	21.438	18.655	
329.259409720000	122.698	62.012	33.648	28.363	
329.266354170000	122.373	60.912	33.108	27.803	
329.273298610000	122.907	61.263	33.280	27.983	
329.280243060000	123.263	61.448	33.237	28.212	
329.287187500000	122.118	60.873	32.660	28.213	
329.294131940000	121.727	61.175	33.143	28.032	
329.301076390000	123.733	60.845	33.340	27.505	
329.308020830000	123.638	60.280	32.825	27.455	
329.314965280000	124.108	59.963	32.832	27.132	
329.321909720000	124.470	60.045	33.230	26.815	
329.328854170000	124.622	60.107	32.837	27.270	
329.335798610000	123.795	59.403	32.613	26.790	
329.342743060000	125.590	59.983	32.645	27.338	
329.349687500000	125.485	59.242	32.562	26.680	
329.356631940000	125.160	59.085	32.403	26.682	
329.363576390000	125.818	58.777	32.345	26.432	
329.370520830000	125.267	58.710	32.623	26.087	
329.377465280000	82.883	38.592	21.122	17.470	
329.384409720000	125.115	58.898	32.360	26.538	
329.391354170000	125.278	58.603	32.340	26.263	
329.398298610000	125.500	58.608	31.992	26.617	
329.405243060000	124.813	58.820	32.200	26.620	
329.412187500000	125.105	58.438	32.270	26.168	
329.419131940000	125.357	58.050	31.617	26.433	
329.426076390000	126.207	58.800	32.173	26.627	
329.433020830000	126.062	58.160	32.325	25.835	
329.439965280000	125.113	57.557	31.607	25.950	
329.446909720000	125.642	57.915	31.622	26.293	
329.453854170000	125.723	57.938	31.973	25.965	
329.460798610000	125.293	58.365	32.212	26.153	
329.467743060000	124.175	58.798	31.797	27.002	
329.474687500000	124.930	59.375	32.477	26.898	
329.481631940000	123.890	58.907	31.950	26.957	
329.488576390000	124.738	59.502	32.558	26.943	
329.495520830000	125.063	59.713	32.728	26.985	
329.502465280000	82.652	39.400	21.277	18.123	
329.509409720000	124.033	58.838	32.312	26.527	
329.516354170000	124.012	59.693	32.910	26.783	
329.523298610000	123.397	59.823	32.765	27.058	
329.530243060000	122.663	60.870	32.980	27.890	
329.537187500000	122.730	61.685	33.468	28.217	
329.544131940000	122.765	61.132	32.968	28.163	
329.551076390000	122.873	61.260	33.483	27.777	
329.558020830000	122.078	61.185	32.953	28.232	
329.564965280000	124.402	61.800	33.073	28.727	
329.571909720000	123.810	61.048	33.023	28.025	
329.578854170000	123.692	61.162	32.990	28.172	
329.585798610000	124.030	61.007	32.578	28.428	
329.592743060000	125.388	61.128	33.053	28.075	
329.599687500000	124.490	60.697	32.537	28.160	
329.606631940000	125.765	60.432	32.205	28.227	
329.613576390000	126.953	60.672	32.350	28.322	
329.620520830000	125.665	60.840	32.503	28.337	
329.627465280000	83.993	40.477	21.640	18.837	
329.634409720000	125.815	60.628	32.190	28.438	
329.641354170000	125.655	60.472	31.935	28.537	
329.648298610000	126.382	60.478	32.180	28.298	
329.655243060000	127.447	60.397	32.382	28.015	
329.662187500000	127.322	60.185	31.875	28.310	
329.669131940000	127.765	59.850	31.680	28.170	
329.676076390000	129.335	60.673	32.253	28.420	
329.683020830000	129.617	59.712	31.880	27.832	
329.689965280000	130.190	59.670	31.907	27.763	
329.696909720000	129.412	60.167	31.947	28.220	
329.703854170000	128.458	60.020	31.677	28.343	
329.710798610000	129.717	60.303	31.913	28.390	
329.717743060000	129.682	58.753	30.875	27.878	
329.724687500000	129.940	59.183	31.362	27.822	
329.731631940000	130.437	59.063	31.208	27.855	
329.738576390000	129.353	58.968	31.128	27.840	
329.745520830000	130.340	58.390	30.735	27.655	
329.752465280000	86.920	38.953	20.600	18.353	
329.759409720000	128.482	58.870	31.295	27.575	
329.766354170000	131.687	56.908	30.582	26.327	
329.773298610000	133.103	56.990	30.895	26.095	
329.780243060000	130.147	58.797	31.737	27.060	
329.787187500000	128.637	58.755	31.068	27.687	
329.794131940000	129.033	58.870	31.145	27.725	
329.801076390000	129.078	59.355	31.308	28.047	
329.808020830000	129.263	60.105	31.450	28.655	
329.814965280000	128.283	58.940	31.033	27.907	
329.821909720000	128.117	57.932	30.607	27.325	
329.828854170000	130.413	58.257	30.572	27.685	
329.835798610000	131.468	58.590	31.043	27.547	
329.842743060000	131.928	57.893	30.422	27.472	
329.849687500000	131.288	56.613	29.508	27.105	
329.856631940000	132.390	53.370	27.542	25.828	
329.863576390000	132.805	48.203	24.688	23.515	
329.870520830000	131.635	40.578	20.470	20.108	
329.877465280000	83.997	22.138	11.008	11.130	
329.884409720000	124.138	24.128	11.708	12.420	
329.891354170000	118.205	17.300	8.185	9.115	
329.898298610000	114.492	12.738	6.057	6.682	
329.905243060000	110.332	9.405	4.368	5.037	
329.912187500000	106.177	7.122	3.248	3.873	
329.919131940000	103.108	5.653	2.615	3.038	
329.926076390000	99.713	4.528	1.970	2.558	
329.933020830000	96.128	3.490	1.552	1.938	
329.939965280000	92.303	2.818	1.260	1.558	
329.946909720000	89.023	2.182	0.875	1.307	
329.953865740000	85.424	1.712	0.737	0.975	
329.960810190000	82.268	1.417	0.580	0.837	
329.967754630000	79.618	1.180	0.475	0.705	
329.974699070000	76.125	0.945	0.405	0.540	
329.981643520000	74.387	0.847	0.297	0.550	
329.988622690000	72.181	0.725	0.267	0.458	
329.995578700000	70.469	0.659	0.208	0.451	
330.002523150000	46.558	0.417	0.173	0.243	
330.009502310000	68.897	0.474	0.179	0.295	
330.016446760000	68.828	0.490	0.182	0.308	
330.023391200000	90.533	32.807	16.127	16.680	
330.030335650000	132.262	52.947	27.518	25.428	
330.037280090000	131.948	54.252	28.785	25.467	
330.044224540000	132.700	55.648	29.680	25.968	
330.051168980000	132.698	55.700	29.430	26.270	
330.058113430000	133.470	55.662	29.373	26.288	
330.065057870000	133.183	55.625	29.507	26.118	
330.072002310000	131.557	55.667	28.958	26.708	
330.078946760000	132.713	55.657	29.652	26.005	
330.085891200000	133.050	55.997	29.460	26.537	
330.092835650000	131.975	55.293	29.183	26.110	
330.099780090000	132.188	55.640	29.388	26.252	
330.106724540000	131.258	55.437	29.240	26.197	
330.113668980000	131.977	55.688	29.377	26.312	
330.120613430000	133.127	55.512	29.483	26.028	
330.127557870000	88.045	36.902	19.685	17.217	
330.134502310000	130.527	56.042	29.457	26.585	
330.141446760000	132.405	55.697	29.095	26.602	
330.148391200000	132.507	55.728	29.423	26.305	
330.155335650000	131.222	55.303	29.168	26.135	
330.162280090000	130.783	55.385	29.067	26.318	
330.169224540000	131.507	56.055	29.510	26.545	
330.176168980000	130.858	55.853	29.825	26.028	
330.183113430000	130.250	56.030	29.505	26.525	
330.190057870000	129.867	56.010	29.423	26.587	
330.197002310000	130.200	55.352	29.187	26.165	
330.203946760000	129.802	55.418	29.255	26.163	
330.210891200000	129.642	55.028	29.278	25.750	
330.217835650000	130.008	55.760	29.523	26.237	
330.224780090000	130.237	55.900	29.387	26.513	
330.231724540000	129.637	55.618	29.307	26.312	
330.238668980000	130.708	56.452	29.433	27.018	
330.245613430000	129.220	56.065	29.463	26.602	
330.252557870000	84.900	36.663	19.092	17.572	
330.259502310000	129.672	55.520	29.350	26.170	
330.266446760000	130.373	55.560	29.280	26.280	
330.273391200000	129.740	55.480	29.265	26.215	
330.280335650000	129.777	55.807	29.333	26.473	
330.287280090000	130.175	56.057	29.927	26.130	
330.294224540000	129.758	55.697	29.350	26.347	
330.301168980000	129.460	55.738	29.358	26.380	
330.308113430000	129.988	55.715	29.107	26.608	
330.315057870000	129.535	55.732	29.458	26.273	
330.322002310000	129.552	55.673	29.233	26.440	
330.328946760000	129.363	56.368	29.745	26.623	
330.335891200000	129.817	56.153	30.003	26.150	
330.342835650000	128.935	55.533	29.303	26.230	
330.349780090000	128.437	55.625	29.445	26.180	
330.356724540000	129.705	56.617	29.902	26.715	
330.363668980000	128.535	56.465	30.043	26.422	
330.370613430000	129.260	55.865	29.845	26.020	
330.377557870000	85.725	37.072	19.520	17.552	
330.384502310000	128.403	55.698	29.510	26.188	
330.391446760000	128.803	55.342	29.308	26.033	
330.398391200000	128.593	55.827	29.430	26.397	
330.405335650000	129.373	55.668	29.472	26.197	
330.412280090000	129.322	56.035	29.758	26.277	
330.419224540000	128.715	55.337	29.178	26.158	
330.426168980000	129.508	55.705	29.268	26.437	
330.433113430000	129.635	56.487	29.728	26.758	
330.440057870000	128.858	56.132	29.528	26.603	
330.447002310000	127.693	55.795	29.338	26.457	
330.453946760000	129.323	56.150	29.915	26.235	
330.460891200000	129.573	55.988	29.567	26.422	
330.467835650000	129.142	55.940	29.705	26.235	
330.474780090000	129.682	55.742	29.543	26.198	
330.481724540000	129.770	55.457	29.388	26.068	
330.488668980000	129.583	56.068	29.845	26.223	
330.495613430000	130.082	55.725	29.430	26.295	
330.502557870000	85.670	36.885	19.512	17.373	
330.509502310000	130.565	56.308	29.993	26.315	
330.516446760000	130.512	55.182	29.317	25.865	
330.523391200000	130.685	55.562	29.225	26.337	
330.530335650000	130.132	56.002	29.645	26.357	
330.537280090000	129.597	56.190	29.988	26.202	
330.544224540000	129.597	55.918	29.387	26.532	
330.551168980000	130.408	55.718	29.428	26.290	
330.558113430000	129.920	55.670	29.285	26.385	
330.565057870000	130.063	56.173	29.672	26.502	
330.572002310000	129.913	56.110	29.543	26.567	
330.578946760000	128.053	55.692	29.548	26.143	
330.585891200000	127.710	55.503	29.252	26.252	
330.592835650000	128.562	55.725	29.155	26.570	
330.599780090000	129.043	55.757	29.182	26.575	
330.606724540000	129.007	55.892	29.408	26.483	
330.613668980000	128.788	56.798	29.922	26.877	
330.620613430000	126.272	55.698	29.122	26.577	
330.627557870000	84.245	36.973	19.443	17.530	
330.634502310000	127.650	55.637	29.168	26.468	
330.641446760000	128.203	55.987	29.443	26.543	
330.648391200000	128.557	55.792	29.273	26.518	
330.655335650000	128.272	55.445	29.213	26.232	
330.662280090000	128.710	56.282	29.420	26.862	
330.669224540000	127.475	55.123	28.782	26.342	
330.676168980000	128.323	55.415	28.887	26.528	
330.683113430000	129.027	55.292	28.908	26.383	
330.690057870000	128.588	54.937	28.547	26.390	
330.697002310000	128.583	55.400	28.957	26.443	
330.703946760000	127.657	54.515	28.457	26.058	
330.710891200000	128.768	55.032	28.958	26.073	
330.717835650000	127.880	55.787	28.798	26.988	
330.724780090000	129.015	56.015	29.132	26.883	
330.731724540000	129.243	55.015	28.870	26.145	
330.738668980000	128.637	55.102	28.747	26.355	
330.745613430000	128.465	54.982	28.770	26.212	
330.752557870000	84.327	36.147	19.005	17.142	
330.759502310000	128.947	55.098	28.730	26.368	
330.766446760000	128.730	54.927	28.860	26.067	
330.773391200000	129.283	54.850	28.547	26.303	
330.780335650000	129.010	55.122	28.812	26.310	
330.787280090000	128.403	54.542	28.608	25.933	
330.794224540000	129.035	54.483	28.517	25.967	
330.801168980000	128.558	54.418	28.262	26.157	
330.808113430000	128.675	54.212	28.472	25.740	
330.815057870000	128.463	54.325	28.082	26.243	
330.822002310000	128.668	54.515	28.487	26.028	
330.828946760000	129.185	54.822	28.737	26.085	
330.835891200000	127.922	54.147	28.122	26.025	
330.842835650000	127.502	54.173	28.227	25.947	
330.849780090000	128.505	54.795	28.497	26.298	
330.856724540000	128.097	54.435	28.400	26.035	
330.863668980000	127.503	54.270	28.210	26.060	
330.870613430000	128.112	54.142	28.237	25.905	
330.877557870000	84.065	35.202	18.242	16.960	
330.884502310000	128.153	54.515	28.417	26.098	
330.891446760000	126.923	53.970	27.982	25.988	
330.898391200000	127.558	54.375	28.092	26.283	
330.905335650000	126.335	53.367	27.575	25.792	
330.912280090000	127.743	53.775	27.925	25.850	
330.919224540000	127.422	53.585	27.947	25.638	
330.926168980000	127.888	53.958	28.010	25.948	
330.933113430000	128.252	53.222	27.720	25.502	
330.940057870000	129.043	53.323	27.628	25.695	
330.947002310000	129.418	53.290	27.570	25.720	
330.953946760000	129.813	52.622	27.315	25.307	
330.960891200000	129.667	53.258	27.933	25.325	
330.967835650000	128.945	53.953	28.253	25.700	
330.974780090000	128.162	53.627	27.788	25.838	
330.981724540000	129.427	54.175	28.342	25.833	
330.988668980000	128.653	53.700	27.982	25.718	
330.995613430000	129.083	54.013	28.262	25.752	
331.002557870000	85.145	35.902	18.772	17.130	
331.009502310000	129.228	53.360	27.948	25.412	
331.016446760000	128.357	53.327	28.023	25.303	
331.023391200000	129.132	53.437	27.977	25.460	
331.030335650000	128.808	53.187	27.535	25.652	
331.037280090000	129.178	53.553	27.900	25.653	
331.044224540000	129.508	54.233	28.405	25.828	
331.051168980000	129.183	54.130	28.130	26.000	
331.058113430000	127.865	53.760	27.675	26.085	
