Day of Year (dec)	Total Rate[Hz]	M1 Total Rate[Hz]	M1-Vertical Rate[Hz]	M1-Inclined[Hz]
335.092835650000	129.352	60.748	32.250	28.498	
335.099780090000	129.893	60.307	32.157	28.150	
335.106724540000	128.595	59.517	31.963	27.553	
335.113668980000	129.603	60.618	32.378	28.240	
335.120613430000	129.770	60.368	32.213	28.155	
335.127557870000	85.545	39.855	21.030	18.825	
335.134502310000	129.213	60.168	32.072	28.097	
335.141446760000	129.700	60.942	32.675	28.267	
335.148391200000	130.250	60.988	32.352	28.637	
335.155335650000	129.380	59.893	32.012	27.882	
335.162280090000	128.702	60.898	32.507	28.392	
335.169224540000	128.675	61.303	32.330	28.973	
335.176168980000	127.742	61.522	32.613	28.908	
335.183113430000	128.850	60.528	32.257	28.272	
335.190057870000	129.005	60.648	32.323	28.325	
335.197002310000	128.935	61.543	32.697	28.847	
335.203946760000	128.887	60.645	32.328	28.317	
335.210891200000	128.968	61.053	32.405	28.648	
335.217835650000	128.587	60.668	32.438	28.230	
335.224780090000	128.978	60.992	32.565	28.427	
335.231724540000	129.725	61.408	32.718	28.690	
335.238668980000	129.753	61.565	32.820	28.745	
335.245613430000	128.327	61.120	32.605	28.515	
335.252557870000	84.477	40.202	21.303	18.898	
335.259502310000	127.963	61.910	32.917	28.993	
335.266446760000	127.838	61.033	32.472	28.562	
335.273391200000	127.625	61.162	32.333	28.828	
335.280335650000	129.200	61.480	32.755	28.725	
335.287280090000	128.362	61.637	32.872	28.765	
335.294224540000	127.607	61.733	32.672	29.062	
335.301168980000	127.703	61.473	32.790	28.683	
335.308113430000	127.278	61.468	32.532	28.937	
335.315057870000	127.098	60.935	32.405	28.530	
335.322002310000	127.090	61.803	33.000	28.803	
335.328946760000	127.443	61.640	32.290	29.350	
335.335891200000	128.098	61.857	32.807	29.050	
335.342835650000	126.885	61.377	32.757	28.620	
335.349780090000	127.180	61.308	32.668	28.640	
335.356724540000	127.923	62.127	33.065	29.062	
335.363668980000	126.788	61.608	32.820	28.788	
335.370613430000	127.622	62.478	33.332	29.147	
335.377557870000	83.785	40.508	21.472	19.037	
335.384502310000	128.053	62.027	32.823	29.203	
335.391446760000	127.720	61.767	32.828	28.938	
335.398391200000	127.833	62.397	33.372	29.025	
335.405335650000	127.558	61.447	32.870	28.577	
335.412280090000	127.655	61.190	32.343	28.847	
335.419224540000	128.173	61.448	32.945	28.503	
335.426168980000	128.005	61.442	32.590	28.852	
335.433113430000	128.212	61.905	32.990	28.915	
335.440057870000	128.048	62.038	33.310	28.728	
335.447002310000	127.027	61.837	32.767	29.070	
335.453946760000	126.770	61.523	32.553	28.970	
335.460891200000	126.282	61.420	32.747	28.673	
335.467835650000	127.280	61.632	32.613	29.018	
335.474780090000	127.647	61.013	32.385	28.628	
335.481724540000	128.108	61.190	32.432	28.758	
335.488668980000	128.107	61.435	32.732	28.703	
335.495613430000	128.070	61.977	32.893	29.083	
335.502557870000	84.270	40.518	21.442	19.077	
335.509502310000	127.078	61.758	32.697	29.062	
335.516446760000	127.132	61.295	32.460	28.835	
335.523391200000	127.442	61.898	32.837	29.062	
335.530335650000	127.387	62.077	32.803	29.273	
335.537280090000	126.523	61.395	32.473	28.922	
335.544224540000	126.622	61.780	32.913	28.867	
335.551168980000	126.265	61.667	32.683	28.983	
335.558113430000	128.182	62.328	32.908	29.420	
335.565057870000	126.403	61.437	32.790	28.647	
335.572002310000	126.545	62.387	33.003	29.383	
335.578946760000	126.660	62.028	32.752	29.277	
335.585891200000	125.770	61.737	32.552	29.185	
335.592835650000	126.337	61.938	32.698	29.240	
335.599780090000	127.177	62.087	32.610	29.477	
335.606724540000	126.750	62.247	32.680	29.567	
335.613668980000	127.285	62.147	32.760	29.387	
335.620613430000	126.767	61.617	32.187	29.430	
335.627557870000	83.537	40.687	21.538	19.148	
335.634502310000	127.117	61.887	32.580	29.307	
335.641446760000	126.668	61.912	32.707	29.205	
335.648391200000	126.935	61.770	32.485	29.285	
335.655335650000	127.673	62.335	32.665	29.670	
335.662280090000	127.315	61.672	32.575	29.097	
335.669224540000	127.515	62.348	32.807	29.542	
335.676168980000	127.837	61.913	32.653	29.260	
335.683113430000	127.525	61.820	32.870	28.950	
335.690057870000	127.390	61.602	32.445	29.157	
335.697002310000	128.417	61.730	32.877	28.853	
335.703946760000	128.028	62.142	32.895	29.247	
335.710891200000	127.628	61.627	32.403	29.223	
335.717835650000	128.293	62.453	33.115	29.338	
335.724780090000	127.448	61.313	32.388	28.925	
335.731724540000	128.210	62.212	32.870	29.342	
335.738668980000	128.483	61.443	32.510	28.933	
335.745613430000	128.295	61.607	32.380	29.227	
335.752557870000	85.062	40.843	21.745	19.098	
335.759502310000	127.150	61.590	32.235	29.355	
335.766446760000	128.407	61.530	32.273	29.257	
335.773391200000	127.847	61.067	32.330	28.737	
335.780335650000	128.113	61.242	32.357	28.885	
335.787280090000	128.258	61.522	32.270	29.252	
335.794224540000	127.298	61.527	32.367	29.160	
335.801168980000	128.207	61.483	32.213	29.270	
335.808113430000	129.478	61.200	32.443	28.757	
335.815057870000	128.715	61.497	32.378	29.118	
335.822002310000	128.842	61.128	32.437	28.692	
335.828946760000	128.590	61.697	32.813	28.883	
335.835891200000	127.327	61.662	32.648	29.013	
335.842835650000	127.898	61.523	32.420	29.103	
335.849780090000	128.443	61.543	32.483	29.060	
335.856724540000	127.962	61.008	32.303	28.705	
335.863668980000	128.695	61.592	32.547	29.045	
335.870613430000	128.267	61.597	32.390	29.207	
335.877557870000	84.458	40.200	21.378	18.822	
335.884502310000	128.635	61.432	32.483	28.948	
335.891446760000	129.592	61.703	32.533	29.170	
335.898391200000	129.612	61.140	32.398	28.742	
335.905335650000	130.162	61.570	32.663	28.907	
335.912280090000	128.588	61.628	32.725	28.903	
335.919224540000	128.412	61.620	32.323	29.297	
335.926168980000	129.480	61.602	32.637	28.965	
335.933113430000	128.700	61.042	32.070	28.972	
335.940057870000	128.685	61.415	32.285	29.130	
335.947002310000	129.205	61.530	32.498	29.032	
335.953946760000	128.797	61.442	32.465	28.977	
335.960891200000	128.420	61.662	32.580	29.082	
335.967835650000	128.328	61.477	32.557	28.920	
335.974780090000	128.703	61.947	32.667	29.280	
335.981724540000	129.065	61.343	32.495	28.848	
335.988668980000	129.308	61.140	32.435	28.705	
335.995613430000	128.960	62.007	32.790	29.217	
336.002557870000	83.723	40.448	21.372	19.077	
336.009502310000	128.690	60.975	32.233	28.742	
336.016446760000	129.562	61.970	33.118	28.852	
336.023391200000	129.017	61.395	32.495	28.900	
336.030335650000	129.067	61.073	32.325	28.748	
336.037280090000	129.030	61.295	32.048	29.247	
336.044224540000	129.055	61.395	32.427	28.968	
336.051168980000	129.090	61.170	32.397	28.773	
336.058113430000	128.818	61.552	32.617	28.935	
336.065057870000	128.433	61.773	32.738	29.035	
336.072002310000	128.830	62.072	32.890	29.182	
336.078946760000	128.955	61.730	32.738	28.992	
336.085891200000	128.418	61.565	32.610	28.955	
336.092835650000	127.807	61.323	32.515	28.808	
336.099780090000	128.503	61.722	32.875	28.847	
336.106724540000	127.455	61.047	32.155	28.892	
336.113668980000	128.208	62.158	33.010	29.148	
336.120613430000	129.320	62.103	32.920	29.183	
336.127557870000	84.137	40.193	21.202	18.992	
336.134502310000	128.438	61.802	32.473	29.328	
336.141446760000	128.238	61.580	32.477	29.103	
336.148391200000	128.957	61.873	32.565	29.308	
336.155335650000	127.490	61.933	33.027	28.907	
336.162280090000	127.168	61.600	32.493	29.107	
336.169224540000	127.963	62.385	32.627	29.758	
336.176168980000	128.542	61.372	32.360	29.012	
336.183113430000	128.178	61.922	32.743	29.178	
336.190057870000	127.640	61.915	32.592	29.323	
336.197002310000	129.075	61.852	32.813	29.038	
336.203946760000	127.673	61.465	32.867	28.598	
336.210891200000	128.133	62.253	32.810	29.443	
336.217835650000	127.200	61.762	32.722	29.040	
336.224780090000	126.790	61.697	32.585	29.112	
336.231724540000	127.877	61.680	32.595	29.085	
336.238668980000	62.822	30.412	16.172	14.240	
336.245613430000	127.632	61.745	32.420	29.325	
336.252557870000	84.605	40.978	21.660	19.318	
336.259502310000	128.193	61.480	32.425	29.055	
336.266446760000	127.818	61.675	32.520	29.155	
336.273391200000	128.345	62.463	33.055	29.408	
336.280335650000	127.978	62.338	32.648	29.690	
336.287280090000	128.343	62.473	33.063	29.410	
336.294224540000	127.968	62.342	32.907	29.435	
336.301168980000	129.097	62.622	33.102	29.520	
336.308113430000	127.587	61.728	32.705	29.023	
336.315057870000	127.707	62.417	32.707	29.710	
336.322002310000	127.390	61.818	32.437	29.382	
336.328946760000	127.315	61.540	32.548	28.992	
336.335891200000	126.518	62.112	32.590	29.522	
336.342835650000	126.497	62.073	32.805	29.268	
336.349780090000	127.692	62.272	32.758	29.513	
336.356724540000	128.242	62.125	32.952	29.173	
336.363668980000	128.163	61.495	32.697	28.798	
336.370613430000	129.768	62.292	33.038	29.253	
336.377557870000	85.392	41.045	21.813	19.232	
336.384502310000	127.987	61.727	32.787	28.940	
336.391446760000	129.317	62.503	33.568	28.935	
336.398391200000	128.285	61.473	32.708	28.765	
336.405335650000	128.667	61.338	32.700	28.638	
336.412280090000	129.088	61.913	32.650	29.263	
336.419224540000	129.733	61.677	32.832	28.845	
336.426168980000	128.918	61.663	32.797	28.867	
336.433113430000	128.687	61.287	32.695	28.592	
336.440057870000	129.227	61.980	32.978	29.002	
336.447002310000	129.645	61.928	32.868	29.060	
336.453946760000	128.693	61.743	32.633	29.110	
336.460891200000	128.808	62.213	33.162	29.052	
336.467835650000	128.685	61.953	32.940	29.013	
336.474780090000	128.162	61.422	32.713	28.708	
336.481724540000	128.165	61.905	33.240	28.665	
336.488668980000	128.955	61.145	32.450	28.695	
336.495613430000	128.868	62.038	32.903	29.135	
336.502557870000	86.407	41.322	21.985	19.337	
336.509502310000	129.538	61.853	32.862	28.992	
336.516446760000	129.527	62.085	33.057	29.028	
336.523391200000	128.615	61.913	32.647	29.267	
336.530335650000	129.293	61.960	32.905	29.055	
336.537280090000	129.220	62.322	33.343	28.978	
336.544224540000	128.218	61.560	32.697	28.863	
336.551168980000	128.087	61.743	32.892	28.852	
336.558113430000	128.338	61.413	32.907	28.507	
336.565057870000	129.068	61.918	33.165	28.753	
336.572002310000	129.777	61.925	33.143	28.782	
336.578946760000	129.358	62.667	33.358	29.308	
336.585891200000	129.265	62.423	33.080	29.343	
336.592835650000	129.908	62.008	33.207	28.802	
336.599780090000	128.590	61.918	33.142	28.777	
336.606724540000	128.663	62.200	33.123	29.077	
336.613668980000	128.692	61.960	33.083	28.877	
336.620613430000	129.435	62.052	33.175	28.877	
336.627557870000	84.917	40.610	21.535	19.075	
336.634502310000	128.615	62.182	33.177	29.005	
336.641446760000	128.210	61.795	33.160	28.635	
336.648391200000	129.692	62.338	33.190	29.148	
336.655335650000	129.177	61.982	32.855	29.127	
336.662280090000	129.647	62.438	33.162	29.277	
336.669224540000	131.008	62.562	33.387	29.175	
336.676168980000	129.913	62.225	33.117	29.108	
336.683113430000	129.443	62.320	33.372	28.948	
336.690057870000	129.542	62.598	33.413	29.185	
336.697002310000	128.738	62.288	33.140	29.148	
336.703946760000	130.073	62.363	33.312	29.052	
336.710891200000	130.818	62.712	33.300	29.412	
336.717835650000	129.522	62.333	33.412	28.922	
336.724780090000	129.305	61.807	33.072	28.735	
336.731724540000	129.422	61.878	33.060	28.818	
336.738668980000	129.332	61.968	33.058	28.910	
336.745613430000	129.000	62.318	33.522	28.797	
336.752557870000	85.503	41.095	21.810	19.285	
336.759502310000	128.825	62.165	32.872	29.293	
336.766446760000	129.078	62.745	33.205	29.540	
336.773391200000	128.690	62.203	33.127	29.077	
336.780335650000	127.530	62.020	32.798	29.222	
336.787280090000	130.055	62.525	33.352	29.173	
336.794224540000	129.495	62.140	33.190	28.950	
336.801168980000	128.013	62.000	32.855	29.145	
336.808113430000	129.847	62.935	33.478	29.457	
336.815057870000	128.597	62.203	32.943	29.260	
336.822002310000	129.220	62.758	33.535	29.223	
336.828946760000	127.965	62.353	33.122	29.232	
336.835891200000	128.775	62.492	33.182	29.310	
336.842835650000	129.542	62.137	33.185	28.952	
336.849780090000	129.563	62.515	33.378	29.137	
336.856724540000	129.473	62.637	33.360	29.277	
336.863668980000	129.645	62.740	33.455	29.285	
336.870613430000	128.793	62.255	33.072	29.183	
336.877557870000	85.417	41.397	22.120	19.277	
336.884502310000	129.532	61.832	32.882	28.950	
336.891446760000	129.677	61.678	32.713	28.965	
336.898391200000	130.278	62.167	33.032	29.135	
336.905335650000	129.455	61.862	33.255	28.607	
336.912280090000	129.617	62.367	33.240	29.127	
336.919224540000	130.823	62.843	33.557	29.287	
336.926168980000	129.995	62.705	33.322	29.383	
336.933113430000	129.470	62.188	33.128	29.060	
336.940057870000	129.362	62.332	32.993	29.338	
336.947002310000	129.575	62.195	33.188	29.007	
336.953946760000	129.988	62.148	33.077	29.072	
336.960891200000	129.930	62.390	33.083	29.307	
336.967835650000	129.920	62.343	33.310	29.033	
336.974780090000	128.510	62.122	33.068	29.053	
336.981724540000	128.312	61.915	32.867	29.048	
336.988668980000	129.833	62.073	32.922	29.152	
336.995613430000	128.970	62.362	33.362	29.000	
337.002557870000	85.830	41.825	22.330	19.495	
337.009502310000	129.757	62.432	33.157	29.275	
337.016446760000	130.093	63.028	33.885	29.143	
337.023391200000	128.968	62.463	33.432	29.032	
337.030335650000	130.483	63.368	33.388	29.980	
337.037280090000	129.745	62.705	33.312	29.393	
337.044224540000	129.980	62.487	33.140	29.347	
337.051168980000	130.088	62.793	33.713	29.080	
337.058113430000	129.620	63.087	33.438	29.648	
337.065057870000	129.537	62.685	33.327	29.358	
337.072002310000	129.762	62.263	33.048	29.215	
337.078946760000	129.425	62.315	32.762	29.553	
337.085891200000	129.700	62.148	33.022	29.127	
337.092835650000	130.417	62.803	33.837	28.967	
337.099780090000	129.873	62.432	33.370	29.062	
337.106724540000	130.065	62.583	33.213	29.370	
337.113668980000	128.775	62.287	32.962	29.325	
337.120613430000	128.915	62.627	33.357	29.270	
337.127557870000	85.712	41.542	22.153	19.388	
337.134502310000	130.918	62.447	33.285	29.162	
337.141446760000	130.000	62.275	33.548	28.727	
337.148391200000	129.807	62.458	33.425	29.033	
337.155335650000	129.393	62.655	33.297	29.358	
337.162280090000	129.535	62.247	32.847	29.400	
337.169224540000	129.957	63.108	33.608	29.500	
337.176168980000	128.138	62.632	33.263	29.368	
337.183113430000	129.360	63.350	33.550	29.800	
337.190057870000	129.547	63.183	33.642	29.542	
337.197002310000	128.807	61.917	32.945	28.972	
337.203946760000	130.040	62.908	33.297	29.612	
337.210891200000	130.338	63.570	33.983	29.587	
337.217835650000	129.827	63.038	33.715	29.323	
337.224780090000	128.922	62.638	33.183	29.455	
337.231724540000	129.528	62.665	33.395	29.270	
337.238668980000	129.080	62.142	33.235	28.907	
337.245613430000	128.878	62.388	33.142	29.247	
337.252557870000	85.237	41.408	21.895	19.513	
337.259502310000	129.223	62.377	32.935	29.442	
337.266446760000	129.960	63.007	33.267	29.740	
337.273391200000	130.363	62.720	33.417	29.303	
337.280335650000	129.198	62.483	33.030	29.453	
337.287280090000	130.090	62.850	33.283	29.567	
337.294224540000	129.505	62.473	33.245	29.228	
337.301168980000	129.283	62.235	32.897	29.338	
337.308113430000	131.215	63.417	33.763	29.653	
337.315057870000	129.410	62.830	33.370	29.460	
337.322002310000	130.142	63.193	33.508	29.685	
337.328946760000	129.613	62.830	33.520	29.310	
337.335891200000	130.252	63.640	33.975	29.665	
337.342835650000	129.408	62.982	33.382	29.600	
337.349780090000	129.440	62.895	33.525	29.370	
337.356724540000	129.817	63.073	33.653	29.420	
337.363668980000	129.360	63.098	33.595	29.503	
337.370613430000	129.418	62.717	33.060	29.657	
337.377557870000	85.105	41.503	22.140	19.363	
337.384502310000	128.882	62.448	33.233	29.215	
337.391446760000	128.960	62.897	33.508	29.388	
337.398391200000	128.107	62.772	33.548	29.223	
337.405335650000	127.940	62.403	32.993	29.410	
337.412280090000	128.612	62.407	33.285	29.122	
337.419224540000	129.450	63.277	33.947	29.330	
337.426168980000	129.485	63.025	33.565	29.460	
337.433113430000	128.518	63.203	33.550	29.653	
337.440057870000	129.150	62.663	33.863	28.800	
337.447002310000	130.132	62.730	33.517	29.213	
337.453946760000	129.742	62.680	33.583	29.097	
337.460891200000	129.087	63.002	33.665	29.337	
337.467835650000	128.283	62.842	33.618	29.223	
337.474780090000	128.963	63.133	33.740	29.393	
337.481724540000	128.918	63.340	33.698	29.642	
337.488668980000	129.712	63.220	33.570	29.650	
337.495613430000	129.225	63.530	33.657	29.873	
337.502557870000	84.985	41.762	22.188	19.573	
337.509502310000	128.330	63.338	33.618	29.720	
337.516446760000	128.945	62.852	33.445	29.407	
337.523391200000	129.138	62.978	33.508	29.470	
337.530335650000	129.458	63.007	33.732	29.275	
337.537280090000	129.240	63.668	33.900	29.768	
337.544224540000	127.605	62.993	33.737	29.257	
337.551168980000	128.593	63.572	33.902	29.670	
337.558113430000	129.438	63.823	34.137	29.687	
337.565057870000	129.163	63.533	34.113	29.420	
337.572002310000	128.868	63.495	33.843	29.652	
337.578946760000	130.543	63.225	33.747	29.478	
337.585891200000	130.733	62.880	33.405	29.475	
337.592835650000	129.478	63.398	33.917	29.482	
337.599780090000	129.730	62.667	33.750	28.917	
337.606724540000	130.820	63.175	33.900	29.275	
337.613668980000	129.967	63.170	33.750	29.420	
337.620613430000	129.828	63.593	33.875	29.718	
337.627557870000	85.727	42.000	22.478	19.522	
337.634502310000	129.448	62.960	33.500	29.460	
337.641446760000	129.350	63.020	33.920	29.100	
337.648391200000	129.433	62.915	33.750	29.165	
337.655335650000	129.885	63.547	33.823	29.723	
337.662280090000	130.075	63.657	34.155	29.502	
337.669224540000	129.410	62.888	33.472	29.417	
337.676168980000	129.077	64.005	34.135	29.870	
337.683113430000	129.943	64.035	34.285	29.750	
337.690057870000	128.210	63.155	33.437	29.718	
337.697002310000	128.620	63.945	33.827	30.118	
337.703946760000	128.723	62.843	33.320	29.523	
337.710891200000	129.495	63.042	33.410	29.632	
337.717835650000	130.342	63.707	33.795	29.912	
337.724780090000	130.663	63.722	33.882	29.840	
337.731724540000	128.868	63.098	33.655	29.443	
337.738668980000	129.162	63.243	33.798	29.445	
337.745613430000	129.193	63.375	33.605	29.770	
337.752557870000	85.452	42.087	22.295	19.792	
337.759502310000	129.100	62.985	33.905	29.080	
337.766446760000	129.390	62.860	33.223	29.637	
337.773391200000	129.500	63.595	33.828	29.767	
337.780335650000	129.342	63.727	33.600	30.127	
337.787280090000	130.198	63.662	33.848	29.813	
337.794224540000	130.590	63.660	33.967	29.693	
337.801168980000	129.473	63.797	33.888	29.908	
337.808113430000	128.890	63.765	34.010	29.755	
337.815057870000	128.983	63.438	33.542	29.897	
337.822002310000	129.187	63.462	33.807	29.655	
337.828946760000	127.780	63.020	33.452	29.568	
337.835891200000	128.002	63.265	33.840	29.425	
337.842835650000	128.123	63.845	34.115	29.730	
337.849780090000	128.158	63.767	34.092	29.675	
337.856724540000	128.443	63.885	34.147	29.738	
337.863668980000	126.330	63.373	33.698	29.675	
337.870613430000	127.653	63.673	34.142	29.532	
337.877557870000	84.295	42.078	22.387	19.692	
337.884502310000	127.340	63.495	33.568	29.927	
337.891446760000	127.735	63.753	33.958	29.795	
337.898391200000	127.210	63.647	33.768	29.878	
337.905335650000	126.922	63.698	33.723	29.975	
337.912280090000	126.865	63.740	33.747	29.993	
337.919224540000	126.652	63.312	33.535	29.777	
337.926168980000	128.513	63.725	33.910	29.815	
337.933113430000	128.302	63.743	33.893	29.850	
337.940057870000	128.335	63.765	33.812	29.953	
337.947002310000	127.898	63.442	34.005	29.437	
337.953946760000	127.333	64.137	34.097	30.040	
337.960891200000	127.445	63.655	33.870	29.785	
337.967835650000	128.545	63.715	33.898	29.817	
337.974780090000	128.357	63.378	33.502	29.877	
337.981724540000	128.213	63.750	33.802	29.948	
337.988668980000	128.080	63.425	33.495	29.930	
337.995613430000	129.313	64.288	34.397	29.892	
338.002557870000	83.967	41.810	22.065	19.745	
338.009502310000	129.678	64.137	33.983	30.153	
338.016446760000	129.180	64.227	34.265	29.962	
338.023391200000	129.292	63.435	34.008	29.427	
338.030335650000	130.355	63.867	34.025	29.842	
338.037280090000	129.605	63.977	33.830	30.147	
338.044224540000	129.283	64.003	34.312	29.692	
338.051168980000	129.460	63.862	33.900	29.962	
338.058113430000	129.387	64.408	34.212	30.197	
338.065057870000	128.460	64.073	34.227	29.847	
338.072002310000	130.455	63.593	34.217	29.377	
338.078946760000	129.793	63.973	33.863	30.110	
338.085891200000	129.787	63.957	34.200	29.757	
338.092835650000	128.907	63.412	33.642	29.770	
338.099780090000	129.602	63.847	34.163	29.683	
338.106724540000	129.060	63.598	33.797	29.802	
338.113668980000	129.432	64.095	33.963	30.132	
338.120613430000	129.072	63.607	33.742	29.865	
338.127557870000	85.318	42.073	22.542	19.532	
338.134502310000	128.337	63.153	33.702	29.452	
338.141446760000	128.925	63.935	33.943	29.992	
338.148391200000	129.012	64.175	34.048	30.127	
338.155335650000	128.252	63.675	34.102	29.573	
338.162280090000	128.578	64.467	34.365	30.102	
338.169224540000	128.610	64.112	34.182	29.930	
338.176168980000	128.188	63.587	33.342	30.245	
338.183113430000	128.550	64.272	34.082	30.190	
338.190057870000	128.037	63.978	33.823	30.155	
338.197002310000	129.200	63.920	33.857	30.063	
338.203946760000	128.345	64.340	34.068	30.272	
338.210891200000	127.918	64.320	34.275	30.045	
338.217835650000	127.898	64.422	34.037	30.385	
338.224780090000	128.680	64.807	34.558	30.248	
338.231724540000	127.595	64.472	34.408	30.063	
338.238668980000	128.372	64.482	34.243	30.238	
338.245613430000	128.332	64.190	33.990	30.200	
338.252557870000	85.597	42.718	22.662	20.057	
338.259502310000	128.190	64.305	34.170	30.135	
338.266446760000	129.413	64.555	34.140	30.415	
338.273391200000	129.368	64.308	33.935	30.373	
338.280335650000	127.612	64.057	33.655	30.402	
338.287280090000	128.012	64.247	34.390	29.857	
338.296261570000	76.110	38.352	20.352	18.000	
338.303206020000	128.752	63.680	33.883	29.797	
338.310150460000	127.167	64.128	33.757	30.372	
338.317094910000	127.608	64.122	34.070	30.052	
338.324039350000	128.308	65.017	34.337	30.680	
338.330983800000	127.558	64.313	33.972	30.342	
338.337928240000	128.603	64.418	34.338	30.080	
338.344872690000	128.338	64.377	34.310	30.067	
338.351817130000	127.867	63.567	33.878	29.688	
338.358761570000	127.912	64.237	34.030	30.207	
338.365706020000	127.968	63.995	33.942	30.053	
338.372650460000	127.502	63.990	34.067	29.923	
338.379594910000	83.857	41.985	22.213	19.772	
338.386539350000	127.983	64.153	34.055	30.098	
338.393483800000	127.637	64.858	34.337	30.522	
338.400428240000	128.842	64.373	34.118	30.255	
338.407372690000	128.728	63.900	33.875	30.025	
338.414317130000	129.925	63.802	33.948	29.853	
338.421261570000	129.938	64.095	34.185	29.910	
338.428206020000	129.703	64.573	34.333	30.240	
338.435150460000	128.160	63.592	33.893	29.698	
338.442094910000	129.537	64.348	34.095	30.253	
338.449039350000	128.773	63.882	34.023	29.858	
338.455983800000	128.665	63.570	33.858	29.712	
338.462928240000	129.250	64.493	34.332	30.162	
338.469872690000	128.905	64.085	34.190	29.895	
338.476817130000	129.220	64.022	34.280	29.742	
338.483761570000	129.177	63.915	33.933	29.982	
338.490706020000	129.795	64.533	34.655	29.878	
338.497650460000	128.847	64.088	33.897	30.192	
338.504594910000	85.518	42.437	22.650	19.787	
338.511539350000	128.677	63.770	33.987	29.783	
338.518483800000	129.988	63.660	34.072	29.588	
338.525428240000	130.055	64.163	34.002	30.162	
338.532372690000	128.652	63.162	33.453	29.708	
338.539317130000	129.513	63.912	33.888	30.023	
338.546261570000	129.890	63.845	34.145	29.700	
338.553206020000	129.897	63.665	34.257	29.408	
338.560150460000	129.122	64.137	34.253	29.883	
338.567094910000	129.380	64.298	34.250	30.048	
338.574039350000	129.087	63.643	33.903	29.740	
338.580983800000	129.655	63.883	34.242	29.642	
338.587928240000	129.723	63.417	33.852	29.565	
338.594872690000	129.752	63.580	34.008	29.572	
338.601817130000	130.413	63.348	33.888	29.460	
338.608761570000	130.895	63.890	34.390	29.500	
338.615706020000	130.455	63.850	34.275	29.575	
338.622650460000	129.743	64.003	34.468	29.535	
338.629594910000	85.833	42.393	22.690	19.703	
338.636539350000	129.975	63.783	34.132	29.652	
338.643483800000	126.798	62.003	33.233	28.770	
338.650428240000	130.300	63.848	34.265	29.583	
338.657372690000	129.585	63.852	33.862	29.990	
338.664317130000	128.153	63.662	33.740	29.922	
338.671261570000	126.182	62.850	33.622	29.228	
338.678206020000	129.427	63.765	33.688	30.077	
338.685150460000	129.535	64.227	34.338	29.888	
338.692094910000	130.773	65.137	34.607	30.530	
338.699039350000	129.242	64.022	34.267	29.755	
338.705983800000	128.910	64.013	33.858	30.155	
338.712928240000	129.718	64.383	34.523	29.860	
338.719872690000	130.027	63.872	33.900	29.972	
338.726817130000	129.962	63.697	33.975	29.722	
338.735497690000	75.319	37.305	19.939	17.367	
338.742442130000	128.755	64.043	34.293	29.750	
338.749386570000	130.400	64.340	34.563	29.777	
338.756331020000	86.612	42.553	22.635	19.918	
338.763275460000	130.140	63.667	33.937	29.730	
338.770219910000	129.103	63.472	33.860	29.612	
338.777164350000	129.997	63.482	33.963	29.518	
338.784108800000	129.505	63.398	33.955	29.443	
338.791053240000	130.632	64.570	34.355	30.215	
338.797997690000	129.242	64.025	34.403	29.622	
338.804942130000	129.920	64.013	34.348	29.665	
338.811886570000	129.808	63.717	33.838	29.878	
338.818831020000	129.978	64.258	34.597	29.662	
338.825775460000	129.758	63.617	34.260	29.357	
338.832719910000	128.658	63.890	34.070	29.820	
338.839664350000	130.587	64.317	34.088	30.228	
338.846608800000	130.185	63.762	34.072	29.690	
338.853553240000	130.688	64.197	34.263	29.933	
338.860497690000	130.693	63.835	34.430	29.405	
338.867442130000	64.217	30.953	16.718	14.235	
338.874386570000	131.047	63.830	34.278	29.552	
338.881331020000	85.423	42.165	22.942	19.223	
